Lugar,Magnitud,Profundidad_km,Latitud,Longitud,Alerta,Tsunami,Anio,Mes,Dia,Hora,lat_grid,lon_grid,cuadrante,Fecha
"32 km N of El Abadia, Algeria",3.6,0.0,36.562,1.688,0,0,2006,5,6,8,36,1,"36,1",2006-05-06
"2 km E of Arette, France",3.5,2.0,43.099,-0.688,0,0,2006,5,4,9,43,-1,"43,-1",2006-05-04
"24 km NNW of El Abadia, Algeria",4.1,0.0,36.477,1.591,0,0,2006,5,3,13,36,1,"36,1",2006-05-03
"26 km SW of Lakhdaria, Algeria",3.5,0.0,36.384,3.395,0,0,2006,5,1,16,36,3,"36,3",2006-05-01
"92 km NNW of Tipasa, Algeria",3.7,0.0,37.379,2.111,0,0,2006,4,23,14,37,2,"37,2",2006-04-23
"38 km NNW of Malpica, Spain",3.5,10.0,43.644,-8.997,0,0,2006,4,23,6,43,-9,"43,-9",2006-04-23
"51 km NNW of Malpica, Spain",4.2,0.0,43.74,-9.077,0,0,2006,4,23,5,43,-10,"43,-10",2006-04-23
"83 km N of Sidi Akkacha, Algeria",3.8,0.0,37.21,1.162,0,0,2006,4,22,16,37,1,"37,1",2006-04-22
"1 km WNW of Iznate, Spain",3.6,55.1,36.789,-4.202,0,0,2006,4,13,3,36,-5,"36,-5",2006-04-13
"33 km NNW of Dellys, Algeria",3.5,0.0,37.18,3.733,0,0,2006,4,9,17,37,3,"37,3",2006-04-09
"35 km S of Mazagón, Spain",3.9,39.0,36.821,-6.878,0,0,2006,4,9,1,36,-7,"36,-7",2006-04-09
"36 km S of Mazagón, Spain",4.4,42.0,36.812,-6.893,0,0,2006,4,8,23,36,-7,"36,-7",2006-04-08
"6 km W of Benferri, Spain",3.7,0.0,38.131,-1.039,0,0,2006,4,5,17,38,-2,"38,-2",2006-04-05
"19 km N of Aïn Taya, Algeria",3.8,0.0,36.967,3.293,0,0,2006,3,29,22,36,3,"36,3",2006-03-29
"7 km SSW of Teba, Spain",3.5,10.3,36.916,-4.94,0,0,2006,3,26,18,36,-5,"36,-5",2006-03-26
"26 km SSE of Fuzeta, Portugal",3.5,35.0,36.823,-7.654,0,0,2006,3,24,23,36,-8,"36,-8",2006-03-24
"8 km S of Teba, Spain",3.5,2.1,36.912,-4.93,0,0,2006,3,11,16,36,-5,"36,-5",2006-03-11
"8 km S of Teba, Spain",3.7,2.0,36.911,-4.935,0,0,2006,3,11,13,36,-5,"36,-5",2006-03-11
"1 km ESE of Casas Altas, Spain",4.4,7.0,40.027,-1.252,0,0,2006,3,10,19,40,-2,"40,-2",2006-03-10
"8 km NE of Cazalla, Spain",3.5,0.0,37.71,-1.605,0,0,2006,3,8,9,37,-2,"37,-2",2006-03-08
"39 km N of ’Aïn Benian, Algeria",3.7,0.0,37.158,2.984,0,0,2006,2,27,16,37,2,"37,2",2006-02-27
"36 km NW of Dellys, Algeria",3.5,3.6,37.169,3.656,0,0,2006,2,25,3,37,3,"37,3",2006-02-25
"2 km N of Boumerdas, Algeria",4.5,0.0,36.791,3.479,0,0,2006,2,17,7,36,3,"36,3",2006-02-17
"19 km NNE of Aïn Taya, Algeria",4.2,0.0,36.956,3.38,0,0,2006,2,14,16,36,3,"36,3",2006-02-14
"1 km ESE of Pas de la Casa, Andorra",3.7,2.0,42.54,1.75,0,0,2006,2,7,14,42,1,"42,1",2006-02-07
"3 km NW of Boumerdas, Algeria",3.8,10.0,36.793,3.455,0,0,2006,1,25,21,36,3,"36,3",2006-01-25
"0 km SE of Feria, Spain",4.1,10.5,38.507,-6.558,0,0,2006,1,22,16,38,-7,"38,-7",2006-01-22
"74 km W of Sagres, Portugal",3.8,0.0,36.905,-9.767,0,0,2006,1,20,13,36,-10,"36,-10",2006-01-20
"69 km W of Sagres, Portugal",3.6,0.0,36.906,-9.708,0,0,2006,1,19,15,36,-10,"36,-10",2006-01-19
"14 km S of Es Senia, Algeria",3.7,0.0,35.513,-0.628,0,0,2006,1,18,0,35,-1,"35,-1",2006-01-18
"82 km SSE of Fuzeta, Portugal",4.5,2.5,36.343,-7.497,0,0,2006,1,10,10,36,-8,"36,-8",2006-01-10
"5 km NW of Timizart, Algeria",4.4,2.6,36.833,4.224,0,0,2006,1,3,17,36,4,"36,4",2006-01-03
"16 km N of Montemor-o-Novo, Portugal",4.0,8.0,38.8,-8.2,0,0,2005,12,29,5,38,-9,"38,-9",2005-12-29
"16 km N of Montemor-o-Novo, Portugal",4.4,4.0,38.8,-8.2,0,0,2005,12,29,4,38,-9,"38,-9",2005-12-29
"3 km SSW of La Seu d'Urgell, Spain",3.8,4.0,42.329,1.451,0,0,2005,12,27,21,42,1,"42,1",2005-12-27
"8 km NNE of Salorino, Spain",3.6,3.6,39.547,-6.967,0,0,2005,12,19,23,39,-7,"39,-7",2005-12-19
northern Algeria,3.7,0.0,36.668,3.11,0,0,2005,12,18,0,36,3,"36,3",2005-12-18
western Mediterranean Sea,3.6,0.0,37.082,3.317,0,0,2005,12,17,19,37,3,"37,3",2005-12-17
"6 km N of Boudouaou, Algeria",3.5,0.0,36.789,3.402,0,0,2005,12,15,17,36,3,"36,3",2005-12-15
"2 km N of Larbaâ, Algeria",4.2,0.0,36.589,3.158,0,0,2005,12,12,3,36,3,"36,3",2005-12-12
"3 km WSW of Timizart, Algeria",3.9,10.0,36.791,4.233,0,0,2005,12,7,5,36,4,"36,4",2005-12-07
"41 km WNW of Asilah, Morocco",3.8,35.0,35.546,-6.485,0,0,2005,12,6,13,35,-7,"35,-7",2005-12-06
"1 km ESE of Soure, Portugal",3.9,7.0,40.057,-8.609,0,0,2005,12,1,20,40,-9,"40,-9",2005-12-01
"25 km N of Bermeo, Spain",3.5,10.0,43.648,-2.729,0,0,2005,11,23,22,43,-3,"43,-3",2005-11-23
"1 km NE of ’Aïn el Hammam, Algeria",4.1,10.0,36.572,4.318,0,0,2005,11,23,8,36,4,"36,4",2005-11-23
"4 km N of ’Aïn el Hammam, Algeria",3.6,10.0,36.604,4.302,0,0,2005,11,22,10,36,4,"36,4",2005-11-22
"15 km NNE of Thenia, Algeria",3.5,10.0,36.841,3.649,0,0,2005,11,18,3,36,3,"36,3",2005-11-18
"19 km E of Theniet el Had, Algeria",3.6,0.0,35.894,2.239,0,0,2005,11,5,9,35,2,"35,2",2005-11-05
"5 km WSW of Bagnères-de-Bigorre, France",3.7,3.0,43.044,0.088,0,0,2005,11,5,0,43,0,"43,0",2005-11-05
"27 km WNW of Hadjout, Algeria",4.2,24.5,36.585,2.124,0,0,2005,10,28,20,36,2,"36,2",2005-10-28
"3 km ESE of Cinctorres, Spain",3.6,10.0,40.571,-0.174,0,0,2005,10,21,15,40,-1,"40,-1",2005-10-21
"26 km N of Aïn Taya, Algeria",3.7,0.0,37.032,3.249,0,0,2005,10,18,23,37,3,"37,3",2005-10-18
"51 km NW of Dellys, Algeria",3.5,0.0,37.25,3.514,0,0,2005,10,17,3,37,3,"37,3",2005-10-17
"99 km S of Carvoeiro, Portugal",3.5,26.3,36.202,-8.459,0,0,2005,9,25,7,36,-9,"36,-9",2005-09-25
"56 km WSW of Conil de la Frontera, Spain",3.7,36.7,36.024,-6.639,0,0,2005,9,17,22,36,-7,"36,-7",2005-09-17
"8 km N of El Affroun, Algeria",3.6,0.0,36.549,2.623,0,0,2005,9,6,0,36,2,"36,2",2005-09-06
"7 km E of Torremolinos, Spain",3.9,70.5,36.621,-4.414,0,0,2005,9,5,9,36,-5,"36,-5",2005-09-05
"37 km N of Aïn Taya, Algeria",4.2,0.0,37.123,3.361,0,0,2005,9,2,4,37,3,"37,3",2005-09-02
"35 km NNE of Aïn Taya, Algeria",3.6,10.0,37.099,3.404,0,0,2005,8,17,1,37,3,"37,3",2005-08-17
"39 km NW of ’Aïn Benian, Algeria",3.7,1.4,37.068,2.632,0,0,2005,8,16,20,37,2,"37,2",2005-08-16
"51 km NNE of Aïn Taya, Algeria",3.8,0.0,37.239,3.462,0,0,2005,8,11,20,37,3,"37,3",2005-08-11
"7 km NNE of El Abadia, Algeria",3.9,10.0,36.328,1.727,0,0,2005,8,10,2,36,1,"36,1",2005-08-10
"25 km NNW of El Amria, Algeria",3.6,0.0,35.746,-1.095,0,0,2005,8,8,15,35,-2,"35,-2",2005-08-08
"15 km NE of Berrouaghia, Algeria",4.1,15.0,36.233,3.037,0,0,2005,8,3,22,36,3,"36,3",2005-08-03
"24 km S of Mostaganem, Algeria",3.6,5.9,35.714,0.127,0,0,2005,8,1,3,35,0,"35,0",2005-08-01
"17 km N of Mascara, Algeria",4.2,16.5,35.552,0.166,0,0,2005,8,1,1,35,0,"35,0",2005-08-01
"15 km N of Mascara, Algeria",4.0,0.0,35.537,0.153,0,0,2005,7,31,15,35,0,"35,0",2005-07-31
"14 km NNW of Mascara, Algeria",3.8,0.0,35.515,0.069,0,0,2005,7,31,11,35,0,"35,0",2005-07-31
"20 km N of Mascara, Algeria",4.2,0.0,35.579,0.115,0,0,2005,7,31,11,35,0,"35,0",2005-07-31
"91 km WSW of Sagres, Portugal",3.6,20.2,36.65,-9.869,0,0,2005,7,28,1,36,-10,"36,-10",2005-07-28
"118 km SSE of Olhão, Portugal",3.6,60.0,35.985,-7.543,0,0,2005,7,23,11,35,-8,"35,-8",2005-07-23
"42 km NW of Tipasa, Algeria",3.7,0.0,36.854,2.108,0,0,2005,7,21,4,36,2,"36,2",2005-07-21
"68 km NW of Abou el Hassan, Algeria",5.0,10.0,36.867,0.667,0,0,2005,7,20,19,36,0,"36,0",2005-07-20
"18 km NNW of El Amria, Algeria",3.6,23.4,35.682,-1.085,0,0,2005,7,20,4,35,-2,"35,-2",2005-07-20
"3 km NW of Monein, France",3.5,4.0,43.343,-0.603,0,0,2005,7,16,9,43,-1,"43,-1",2005-07-16
"6 km SSW of Boukadir, Algeria",3.9,0.0,36.008,1.101,0,0,2005,7,14,15,36,1,"36,1",2005-07-14
"1 km SSW of Mers el Kebir, Algeria",4.3,0.0,35.714,-0.717,0,0,2005,7,7,4,35,-1,"35,-1",2005-07-07
"68 km NE of Al Hoceïma, Morocco",3.5,0.0,35.757,-3.499,0,0,2005,7,6,7,35,-4,"35,-4",2005-07-06
"12 km WNW of Dellys, Algeria",4.5,10.0,36.958,3.788,0,0,2005,7,5,8,36,3,"36,3",2005-07-05
"68 km NE of Al Hoceïma, Morocco",4.3,0.0,35.758,-3.497,0,0,2005,7,2,12,35,-4,"35,-4",2005-07-02
"7 km NNW of Boumerdas, Algeria",4.1,10.0,36.831,3.447,0,0,2005,7,2,7,36,3,"36,3",2005-07-02
"45 km SE of Carboneras, Spain",4.6,5.1,36.686,-1.565,0,0,2005,6,30,1,36,-2,"36,-2",2005-06-30
"168 km SSW of Sagres, Portugal",3.5,6.4,35.552,-9.482,0,0,2005,6,20,2,35,-10,"35,-10",2005-06-20
west of Gibraltar,3.5,0.0,35.844,-9.884,0,0,2005,6,19,20,35,-10,"35,-10",2005-06-19
Pyrenees,3.5,7.0,43.13,-0.66,0,0,2005,6,15,21,43,-1,"43,-1",2005-06-15
"7 km SSW of Prado del Rey, Spain",4.4,41.7,36.727,-5.601,0,0,2005,6,15,4,36,-6,"36,-6",2005-06-15
"9 km SE of Médéa, Algeria",4.0,13.7,36.21,2.835,0,0,2005,5,31,21,36,2,"36,2",2005-05-31
"26 km SSW of Carvoeiro, Portugal",4.3,34.1,36.875,-8.567,0,0,2005,5,27,15,36,-9,"36,-9",2005-05-27
Strait of Gibraltar,4.3,25.0,36.489,-7.684,0,0,2005,5,23,21,36,-8,"36,-8",2005-05-23
"94 km WSW of Sagres, Portugal",3.7,5.9,36.567,-9.842,0,0,2005,5,17,12,36,-10,"36,-10",2005-05-17
"3 km SSW of El Attaf, Algeria",4.0,0.0,36.195,1.661,0,0,2005,5,14,1,36,1,"36,1",2005-05-14
"12 km N of Timizart, Algeria",3.9,10.0,36.907,4.291,0,0,2005,5,13,0,36,4,"36,4",2005-05-13
"17 km NNE of Thenia, Algeria",3.7,10.0,36.866,3.633,0,0,2005,5,12,17,36,3,"36,3",2005-05-12
"77 km WSW of Sagres, Portugal",4.0,18.7,36.714,-9.737,0,0,2005,5,7,20,36,-10,"36,-10",2005-05-07
"29 km NNE of Al Hoceïma, Morocco",3.9,13.1,35.504,-3.824,0,0,2005,5,6,21,35,-4,"35,-4",2005-05-06
"33 km NW of Dellys, Algeria",3.9,0.0,37.154,3.678,0,0,2005,5,2,22,37,3,"37,3",2005-05-02
"103 km SSE of Sagres, Portugal",3.6,26.4,36.131,-8.546,0,0,2005,4,29,17,36,-9,"36,-9",2005-04-29
"4 km NNW of Boudouaou, Algeria",4.1,10.0,36.769,3.396,0,0,2005,4,24,21,36,3,"36,3",2005-04-24
"61 km SSE of Fuzeta, Portugal",3.8,23.8,36.55,-7.474,0,0,2005,4,23,12,36,-8,"36,-8",2005-04-23
"14 km NW of Sig, Algeria",3.7,6.0,35.626,-0.297,0,0,2005,4,21,16,35,-1,"35,-1",2005-04-21
"14 km NNW of Sig, Algeria",3.6,0.0,35.649,-0.254,0,0,2005,4,18,1,35,-1,"35,-1",2005-04-18
"7 km NE of Sig, Algeria",3.5,23.3,35.582,-0.148,0,0,2005,4,7,2,35,-1,"35,-1",2005-04-07
"39 km NW of El Amria, Algeria",3.5,0.0,35.771,-1.331,0,0,2005,4,3,13,35,-2,"35,-2",2005-04-03
"4 km NNW of Boufarik, Algeria",3.8,7.2,36.607,2.887,0,0,2005,4,1,10,36,2,"36,2",2005-04-01
"34 km S of Castell de Ferro, Spain",3.6,2.6,36.415,-3.298,0,0,2005,3,31,6,36,-4,"36,-4",2005-03-31
"3 km WSW of Bab Ezzouar, Algeria",4.0,0.0,36.716,3.149,0,0,2005,3,29,20,36,3,"36,3",2005-03-29
"8 km WNW of Benalup-Casas Viejas, Spain",4.1,43.9,36.361,-5.905,0,0,2005,3,23,1,36,-6,"36,-6",2005-03-23
"16 km N of Bir el Djir, Algeria",3.8,25.0,35.864,-0.563,0,0,2005,3,18,7,35,-1,"35,-1",2005-03-18
"24 km NNE of Boumerdas, Algeria",3.7,0.0,36.984,3.531,0,0,2005,3,15,6,36,3,"36,3",2005-03-15
"15 km NNW of Tipasa, Algeria",3.5,0.0,36.724,2.402,0,0,2005,3,14,3,36,2,"36,2",2005-03-14
"6 km E of Aïn el Bya, Algeria",3.5,0.0,35.802,-0.23,0,0,2005,3,11,6,35,-1,"35,-1",2005-03-11
"61 km WSW of Sagres, Portugal",4.0,0.0,36.863,-9.614,0,0,2005,3,6,7,36,-10,"36,-10",2005-03-06
"56 km S of Faro, Portugal",3.9,18.8,36.517,-8.032,0,0,2005,3,6,5,36,-9,"36,-9",2005-03-06
"52 km WSW of Sagres, Portugal",3.6,0.0,36.796,-9.468,0,0,2005,3,1,15,36,-10,"36,-10",2005-03-01
"15 km S of Vielha, Spain",3.8,10.0,42.56,0.8,0,0,2005,2,26,20,42,0,"42,0",2005-02-26
"91 km S of Olhão, Portugal",4.1,35.8,36.208,-7.717,0,0,2005,2,23,21,36,-8,"36,-8",2005-02-23
"9 km SE of Puebla del Maestre, Spain",3.9,10.9,38.019,-6.005,0,0,2005,2,20,13,38,-7,"38,-7",2005-02-20
"2 km SW of Torre-Cardela, Spain",3.5,11.2,37.485,-3.378,0,0,2005,2,14,8,37,-4,"37,-4",2005-02-14
"4 km WNW of Anglès, Spain",3.6,4.0,41.977,2.587,0,0,2005,2,9,15,41,2,"41,2",2005-02-09
"21 km WNW of Aledo, Spain",3.5,0.0,37.864,-1.798,0,0,2005,2,5,17,37,-2,"37,-2",2005-02-05
"22 km WNW of Aledo, Spain",3.5,0.0,37.875,-1.803,0,0,2005,2,4,1,37,-2,"37,-2",2005-02-04
"19 km NNW of Lorca, Spain",3.9,6.4,37.824,-1.804,0,0,2005,2,4,1,37,-2,"37,-2",2005-02-04
"20 km NW of Lorca, Spain",4.3,8.4,37.825,-1.837,0,0,2005,2,3,11,37,-2,"37,-2",2005-02-03
"7 km SSW of Bullas, Spain",3.6,10.0,37.992,-1.712,0,0,2005,2,1,23,37,-2,"37,-2",2005-02-01
"19 km SW of Bullas, Spain",4.4,5.0,37.91,-1.82,0,0,2005,1,29,7,37,-2,"37,-2",2005-01-29
"39 km NNE of Dellys, Algeria",4.1,0.0,37.253,4.059,0,0,2005,1,28,9,37,4,"37,4",2005-01-28
"44 km E of Martil, Morocco",3.6,67.5,35.696,-4.789,0,0,2005,1,26,20,35,-5,"35,-5",2005-01-26
"7 km ESE of Les, Spain",3.7,11.1,42.789,0.794,0,0,2005,1,15,7,42,0,"42,0",2005-01-15
"19 km ESE of Sidi Akkacha, Algeria",3.8,0.0,36.398,1.508,0,0,2005,1,14,18,36,1,"36,1",2005-01-14
"12 km WSW of Montemor-o-Novo, Portugal",3.5,0.0,38.59,-8.333,0,0,2005,1,11,9,38,-9,"38,-9",2005-01-11
"6 km SE of Láncara, Spain",3.7,10.0,42.815,-7.284,0,0,2005,1,9,14,42,-8,"42,-8",2005-01-09
"21 km SSE of Fuengirola, Spain",3.6,66.1,36.356,-4.559,0,0,2005,1,4,16,36,-5,"36,-5",2005-01-04
"146 km S of Faro, Portugal",3.9,50.0,35.704,-7.778,0,0,2005,1,4,10,35,-8,"35,-8",2005-01-04
"80 km WSW of Sagres, Portugal",4.0,14.7,36.682,-9.749,0,0,2005,1,4,7,36,-10,"36,-10",2005-01-04
"41 km E of Ceuta, Spain",4.0,36.1,35.895,-4.864,0,0,2005,1,4,0,35,-5,"35,-5",2005-01-04
"26 km E of Cap Negro II, Morocco",3.6,56.6,35.696,-4.991,0,0,2005,1,3,12,35,-5,"35,-5",2005-01-03
"45 km SSE of Fuzeta, Portugal",4.7,60.0,36.678,-7.555,0,0,2005,1,3,11,36,-8,"36,-8",2005-01-03
"72 km WSW of Sagres, Portugal",3.9,0.0,36.663,-9.629,0,0,2004,12,31,8,36,-10,"36,-10",2004-12-31
"49 km WNW of Vila do Bispo, Portugal",4.1,0.0,37.255,-9.42,0,0,2004,12,29,6,37,-10,"37,-10",2004-12-29
"4 km WSW of Relizane, Algeria",3.8,10.0,35.728,0.51,0,0,2004,12,29,1,35,0,"35,0",2004-12-29
"16 km NNE of ’Aïn Benian, Algeria",3.5,0.0,36.95,2.963,0,0,2004,12,21,9,36,2,"36,2",2004-12-21
"28 km N of Denia, Spain",3.5,10.1,39.093,0.138,0,0,2004,12,20,13,39,0,"39,0",2004-12-20
"4 km NNE of Tizi Rached, Algeria",4.4,10.0,36.711,4.211,0,0,2004,12,15,0,36,4,"36,4",2004-12-15
"3 km S of Bab Ezzouar, Algeria",4.4,0.0,36.691,3.178,0,0,2004,12,13,22,36,3,"36,3",2004-12-13
"12 km NNW of Boumerdas, Algeria",4.5,10.0,36.865,3.421,0,0,2004,12,5,8,36,3,"36,3",2004-12-05
"6 km SSE of Arenys de Mar, Spain",3.5,0.0,41.533,2.586,0,0,2004,12,2,18,41,2,"41,2",2004-12-02
"9 km NNW of Boumerdas, Algeria",4.5,10.0,36.848,3.448,0,0,2004,12,1,17,36,3,"36,3",2004-12-01
"86 km WSW of Sagres, Portugal",3.9,49.9,36.621,-9.784,0,0,2004,11,30,6,36,-10,"36,-10",2004-11-30
"87 km SSW of Faro, Portugal",3.6,0.0,36.257,-8.162,0,0,2004,11,28,7,36,-9,"36,-9",2004-11-28
"1 km WNW of Lourdes, France",3.7,5.0,43.1,-0.06,0,0,2004,11,27,22,43,-1,"43,-1",2004-11-27
"19 km ENE of Berrouaghia, Algeria",4.4,10.0,36.23,3.09,0,0,2004,11,27,9,36,3,"36,3",2004-11-27
"76 km WSW of Sagres, Portugal",3.8,0.0,36.783,-9.753,0,0,2004,11,26,7,36,-10,"36,-10",2004-11-26
"4 km SSE of Dellys, Algeria",4.4,10.0,36.88,3.935,0,0,2004,11,14,1,36,3,"36,3",2004-11-14
"91 km WSW of Sagres, Portugal",3.8,0.0,36.668,-9.881,0,0,2004,11,11,17,36,-10,"36,-10",2004-11-11
"38 km N of Aïn Taya, Algeria",3.9,0.0,37.136,3.331,0,0,2004,11,7,6,37,3,"37,3",2004-11-07
"3 km E of Castell de Ferro, Spain",3.5,0.0,36.73,-3.311,0,0,2004,11,6,13,36,-4,"36,-4",2004-11-06
"22 km NNW of ’Aïn Benian, Algeria",3.8,0.0,37.003,2.862,0,0,2004,11,4,8,37,2,"37,2",2004-11-04
"13 km SSW of Bouïra, Algeria",4.2,0.0,36.26,3.844,0,0,2004,10,25,16,36,3,"36,3",2004-10-25
"26 km NNW of Aïn Taya, Algeria",4.0,10.0,37.017,3.174,0,0,2004,10,20,19,37,3,"37,3",2004-10-20
"1 km NW of Lizoáin, Spain",3.5,5.0,42.81,-1.48,0,0,2004,10,20,16,42,-2,"42,-2",2004-10-20
"49 km WSW of Sagres, Portugal",4.1,22.0,36.879,-9.479,0,0,2004,10,19,2,36,-10,"36,-10",2004-10-19
"57 km NNW of ’Aïn Benian, Algeria",3.7,11.0,37.295,2.71,0,0,2004,10,12,21,37,2,"37,2",2004-10-12
"3 km NNE of Lizoáin, Spain",4.1,5.0,42.83,-1.45,0,0,2004,10,7,6,42,-2,"42,-2",2004-10-07
"6 km NE of Huarte-Uharte, Spain",4.3,2.3,42.867,-1.531,0,0,2004,9,30,13,42,-2,"42,-2",2004-09-30
"42 km N of Boumerdas, Algeria",3.6,0.0,37.148,3.491,0,0,2004,9,24,22,37,3,"37,3",2004-09-24
"3 km W of Bab Ezzouar, Algeria",4.0,0.0,36.729,3.145,0,0,2004,9,24,2,36,3,"36,3",2004-09-24
"4 km NNW of Ribes de Freser, Spain",4.0,4.0,42.34,2.147,0,0,2004,9,23,9,42,2,"42,2",2004-09-23
Pyrenees,3.5,5.3,42.342,2.166,0,0,2004,9,23,9,42,2,"42,2",2004-09-23
"7 km E of Camprodon, Spain",4.5,2.0,42.3,2.46,0,0,2004,9,21,15,42,2,"42,2",2004-09-21
"12 km SE of Torremolinos, Spain",3.5,88.0,36.532,-4.422,0,0,2004,9,21,8,36,-5,"36,-5",2004-09-21
"106 km SW of Sagres, Portugal",3.8,0.0,36.424,-9.886,0,0,2004,9,20,9,36,-10,"36,-10",2004-09-20
"27 km WSW of Sagres, Portugal",3.8,0.0,36.893,-9.22,0,0,2004,9,19,23,36,-10,"36,-10",2004-09-19
"11 km NE of Huarte-Uharte, Spain",3.6,2.0,42.899,-1.492,0,0,2004,9,18,19,42,-2,"42,-2",2004-09-18
"6 km NNE of Lizoáin, Spain",4.0,5.5,42.847,-1.424,0,0,2004,9,18,12,42,-2,"42,-2",2004-09-18
"7 km NE of Huarte-Uharte, Spain",4.7,1.0,42.875,-1.516,0,0,2004,9,18,12,42,-2,"42,-2",2004-09-18
"5 km WNW of Meftah, Algeria",3.5,0.0,36.635,3.168,0,0,2004,9,17,11,36,3,"36,3",2004-09-17
"4 km NW of Aoiz, Spain",3.5,10.0,42.82,-1.41,0,0,2004,9,17,2,42,-2,"42,-2",2004-09-17
"6 km N of Lizoáin, Spain",3.7,6.3,42.857,-1.453,0,0,2004,9,16,19,42,-2,"42,-2",2004-09-16
"11 km NW of Tipasa, Algeria",4.0,0.0,36.67,2.363,0,0,2004,9,13,13,36,2,"36,2",2004-09-13
"3 km WNW of Sidi Moussa, Algeria",4.0,10.0,36.616,3.055,0,0,2004,8,28,14,36,3,"36,3",2004-08-28
"29 km NW of Dellys, Algeria",3.6,0.0,37.127,3.709,0,0,2004,8,24,22,37,3,"37,3",2004-08-24
"29 km S of Coma-ruga, Spain",3.6,7.6,40.915,1.581,0,0,2004,8,22,10,40,1,"40,1",2004-08-22
"45 km SSW of Punta Umbría, Spain",4.0,57.5,36.792,-7.115,0,0,2004,8,10,16,36,-8,"36,-8",2004-08-10
"32 km NW of Dellys, Algeria",3.9,0.0,37.152,3.704,0,0,2004,8,10,2,37,3,"37,3",2004-08-10
"22 km WNW of Mostaganem, Algeria",3.5,0.0,36.011,-0.143,0,0,2004,8,9,22,36,-1,"36,-1",2004-08-09
"69 km S of Faro, Portugal",4.0,0.0,36.399,-7.821,0,0,2004,8,3,17,36,-8,"36,-8",2004-08-03
"6 km SE of Jubrique, Spain",4.3,41.4,36.525,-5.166,0,0,2004,7,28,22,36,-6,"36,-6",2004-07-28
Strait of Gibraltar,3.5,0.0,35.533,-3.738,0,0,2004,7,28,7,35,-4,"35,-4",2004-07-28
"11 km SW of Saint-Girons, France",3.8,10.0,42.92,1.04,0,0,2004,7,18,2,42,1,"42,1",2004-07-18
"9 km SSE of Chlef, Algeria",3.8,0.0,36.086,1.37,0,0,2004,7,13,4,36,1,"36,1",2004-07-13
"3 km NW of Chabet el Ameur, Algeria",4.0,0.0,36.655,3.663,0,0,2004,7,10,2,36,3,"36,3",2004-07-10
"16 km ENE of Sour el Ghozlane, Algeria",4.4,10.0,36.197,3.869,0,0,2004,7,9,16,36,3,"36,3",2004-07-09
"51 km S of Islantilla, Spain",4.0,17.6,36.741,-7.218,0,0,2004,6,26,9,36,-8,"36,-8",2004-06-26
"5 km NNW of Ighram, Algeria",4.0,10.0,36.505,4.475,0,0,2004,6,23,20,36,4,"36,4",2004-06-23
"1 km WNW of Reghaïa, Algeria",3.8,10.0,36.741,3.319,0,0,2004,6,16,17,36,3,"36,3",2004-06-16
"2 km ESE of Villaseco de los Reyes, Spain",3.5,0.0,41.153,-6.161,0,0,2004,6,14,21,41,-7,"41,-7",2004-06-14
"10 km W of Berrouaghia, Algeria",4.4,10.0,36.124,2.795,0,0,2004,6,12,17,36,2,"36,2",2004-06-12
"2 km ENE of Ribes de Freser, Spain",3.5,8.0,42.313,2.197,0,0,2004,6,4,4,42,2,"42,2",2004-06-04
"5 km NW of Sant Joan de les Abadesses, Spain",4.2,4.8,42.269,2.237,0,0,2004,6,1,16,42,2,"42,2",2004-06-01
"49 km NNW of Aïn el Bya, Algeria",3.6,0.0,36.199,-0.555,0,0,2004,6,1,3,36,-1,"36,-1",2004-06-01
"21 km WNW of Tétouan, Morocco",3.7,10.0,35.626,-5.599,0,0,2004,5,27,11,35,-6,"35,-6",2004-05-27
"4 km NNW of Nogueira de Ramuín, Spain",3.6,10.3,42.459,-7.77,0,0,2004,5,24,0,42,-8,"42,-8",2004-05-24
"25 km WNW of Oued el Abtal, Algeria",3.9,10.0,35.507,0.413,0,0,2004,4,25,17,35,0,"35,0",2004-04-25
"71 km N of Saidia, Morocco",4.0,0.0,35.725,-2.264,0,0,2004,4,20,5,35,-3,"35,-3",2004-04-20
"10 km NW of Mazarrón, Spain",4.0,0.0,37.673,-1.384,0,0,2004,4,16,19,37,-2,"37,-2",2004-04-16
"25 km SW of Relizane, Algeria",3.5,10.0,35.567,0.36,0,0,2004,4,7,6,35,0,"35,0",2004-04-07
"41 km N of Boumerdas, Algeria",4.1,0.0,37.136,3.536,0,0,2004,3,31,9,37,3,"37,3",2004-03-31
"84 km S of Carvoeiro, Portugal",4.2,10.6,36.337,-8.419,0,0,2004,3,14,22,36,-9,"36,-9",2004-03-14
"48 km NW of ’Aïn Benian, Algeria",3.9,0.0,37.05,2.477,0,0,2004,3,14,11,37,2,"37,2",2004-03-14
"39 km NW of Dellys, Algeria",3.7,0.0,37.124,3.558,0,0,2004,3,12,9,37,3,"37,3",2004-03-12
"33 km N of Boumerdas, Algeria",3.8,0.0,37.071,3.485,0,0,2004,3,12,2,37,3,"37,3",2004-03-12
"40 km NW of Dellys, Algeria",3.8,0.0,37.165,3.583,0,0,2004,3,11,4,37,3,"37,3",2004-03-11
"49 km SSE of Fuzeta, Portugal",3.7,45.8,36.649,-7.522,0,0,2004,2,27,15,36,-8,"36,-8",2004-02-27
"7 km NNW of Corral de Almaguer, Spain",3.7,7.9,39.818,-3.199,0,0,2004,2,10,2,39,-4,"39,-4",2004-02-10
